op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name
ADD,491,200704.0,0.0018397548,-1.3066246e-05,0.0048448984,3.385453e-06,0.009696108,-128,onnx_tf_prefix_Relu_61;onnx_tf_prefix_Add_60
CONV_2D,495,50176.0,0.0022729062,-5.2051448e-05,0.0147537375,5.1704333e-06,0.010618494,-128,onnx_tf_prefix_Relu_63;Add_29;convolution_41;convolution_28;Const_50
TRANSPOSE,499,50176.0,0.0,0.0,0.0,0.0,0.010618494,-128,transpose_88
PAD,503,65536.0,0.0,0.0,0.0,0.0,0.010618494,-128,Pad_9
TRANSPOSE,507,65536.0,0.0,0.0,0.0,0.0,0.010618494,-128,transpose_90
CONV_2D,511,50176.0,0.0016880018,-1.4540158e-05,0.012371899,2.8504933e-06,0.007739534,-128,onnx_tf_prefix_Relu_65;Add_30;convolution_41;convolution_29;Const_48
CONV_2D,515,200704.0,0.0073720235,3.0773444e-05,0.02441029,5.434806e-05,0.025336454,-11,Add_31;convolution_42;convolution_30;Const_46
ADD,519,200704.0,0.003545896,-0.0002536452,0.0088582225,1.2639561e-05,0.01772188,-128,onnx_tf_prefix_Relu_68;onnx_tf_prefix_Add_67
CONV_2D,523,50176.0,0.0012973815,-7.4005816e-06,0.011232548,1.6870032e-06,0.0052887965,-128,onnx_tf_prefix_Relu_70;Add_32;convolution_41;convolution_31;Const_44
TRANSPOSE,527,50176.0,0.0,0.0,0.0,0.0,0.0052887965,-128,transpose_97
PAD,531,65536.0,0.0,0.0,0.0,0.0,0.0052887965,-128,Pad_10
TRANSPOSE,535,65536.0,0.0,0.0,0.0,0.0,0.0052887965,-128,transpose_99
CONV_2D,539,50176.0,0.001047491,-1.0700742e-06,0.010308152,1.097957e-06,0.0041214908,-128,onnx_tf_prefix_Relu_72;Add_33;convolution_41;convolution_32;Const_42
CONV_2D,543,200704.0,0.0031397156,8.875045e-06,0.014259282,9.858155e-06,0.010384001,-5,Add_34;convolution_42;convolution_33;Const_40
ADD,547,200704.0,0.0032432445,5.026451e-06,0.0083452845,1.0519386e-05,0.016701413,-128,onnx_tf_prefix_Relu_75;onnx_tf_prefix_Add_74
CONV_2D,551,50176.0,0.0012769914,6.2228786e-08,0.012088662,1.6323331e-06,0.005875487,-128,onnx_tf_prefix_Relu_77;Add_35;convolution_41;convolution_34;Const_38
TRANSPOSE,555,50176.0,0.0,0.0,0.0,0.0,0.005875487,-128,transpose_106
PAD,559,65536.0,0.0,0.0,0.0,0.0,0.005875487,-128,Pad_11
TRANSPOSE,563,65536.0,0.0,0.0,0.0,0.0,0.005875487,-128,transpose_108
CONV_2D,567,50176.0,0.0012276461,-9.3850185e-06,0.011588617,1.5080249e-06,0.0054493826,-128,onnx_tf_prefix_Relu_79;Add_36;convolution_41;convolution_35;Const_36
CONV_2D,571,200704.0,0.0064937607,2.9070896e-05,0.022270419,4.2170028e-05,0.022313843,-1,Add_37;convolution_42;convolution_36;Const_34
ADD,575,200704.0,0.0036496678,-0.00015150894,0.010400683,1.3345259e-05,0.020810781,-128,onnx_tf_prefix_Relu_82;onnx_tf_prefix_Add_81
CONV_2D,579,50176.0,0.001467975,1.43394245e-05,0.014262181,2.1558815e-06,0.007460865,-128,onnx_tf_prefix_Relu_84;Add_38;convolution_41;convolution_37;Const_32
TRANSPOSE,583,50176.0,0.0,0.0,0.0,0.0,0.007460865,-128,transpose_115
PAD,587,65536.0,0.0,0.0,0.0,0.0,0.007460865,-128,Pad_12
TRANSPOSE,591,65536.0,0.0,0.0,0.0,0.0,0.007460865,-128,transpose_117
CONV_2D,595,50176.0,0.0010742332,1.608049e-05,0.011849835,1.1552653e-06,0.0047696764,-128,onnx_tf_prefix_Relu_86;Add_39;convolution_41;convolution_38;Const_30
CONV_2D,599,200704.0,0.00364578,1.4414393e-05,0.016373493,1.3292312e-05,0.012126556,-2,Add_40;convolution_42;convolution_39;Const_28
ADD,603,200704.0,0.003603948,1.5043465e-06,0.010430992,1.2999989e-05,0.02086281,-128,onnx_tf_prefix_Relu_89;onnx_tf_prefix_Add_88
CONV_2D,607,50176.0,0.0019022417,1.949788e-05,0.013739116,3.6208949e-06,0.011350855,-128,onnx_tf_prefix_Relu_91;Add_41;convolution_41;convolution_40;Const_26
TRANSPOSE,611,50176.0,0.0,0.0,0.0,0.0,0.011350855,-128,transpose_124
PAD,615,65536.0,0.0,0.0,0.0,0.0,0.011350855,-128,Pad_13
TRANSPOSE,619,65536.0,0.0,0.0,0.0,0.0,0.011350855,-128,transpose_126
CONV_2D,623,50176.0,0.0022918337,2.8732968e-06,0.014485764,5.256056e-06,0.013048734,-128,onnx_tf_prefix_Relu_93;Add_42;convolution_41;Const_24
CONV_2D,627,200704.0,0.00923289,1.2069885e-05,0.03201725,8.5247186e-05,0.031937733,36,Add_43;convolution_42;Const_22
