,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
302,FULLY_CONNECTED,1836,602112.0,0.1655502,-0.004744563,0.7327967,0.0274341,0.13439283,16,onnx_tf_prefix_Mul_410;onnx_tf_prefix_Add_411;onnx_tf_prefix_MatMul_412;onnx_tf_prefix_Add_413;onnx_tf_prefix_Mul_4151,34.270171649999995,1.2324498588347195
301,FULLY_CONNECTED,1832,602112.0,0.09726758,-0.0027863227,0.43054932,0.00947038,0.0789617,16,onnx_tf_prefix_Mul_410;onnx_tf_prefix_Add_411;onnx_tf_prefix_MatMul_412;onnx_tf_prefix_Add_4131,20.1352335,1.2324440511051575
539,FULLY_CONNECTED,2784,602112.0,0.14564416,0.000885316,3.510581,0.021257102,0.12013022,-5,onnx_tf_prefix_Mul_746;onnx_tf_prefix_Add_747;onnx_tf_prefix_MatMul_748;onnx_tf_prefix_Add_7491,30.6332061,1.2136675933431658
540,FULLY_CONNECTED,2788,602112.0,0.24788442,0.0014994888,5.9750104,0.06157674,0.20446163,-5,onnx_tf_prefix_Mul_746;onnx_tf_prefix_Add_747;onnx_tf_prefix_MatMul_748;onnx_tf_prefix_Add_749;onnx_tf_prefix_Mul_7511,52.137715650000004,1.2136585719785262
149,FULLY_CONNECTED,1224,602112.0,0.13055629,-0.00097096467,1.9569196,0.017062029,0.10796273,13,onnx_tf_prefix_Mul_194;onnx_tf_prefix_Add_195;onnx_tf_prefix_MatMul_196;onnx_tf_prefix_Add_197;onnx_tf_prefix_Mul_1991,27.53049615,1.2098777223606578
148,FULLY_CONNECTED,1220,602112.0,0.07670675,-0.00057172554,1.1497754,0.0058898213,0.06343285,13,onnx_tf_prefix_Mul_194;onnx_tf_prefix_Add_195;onnx_tf_prefix_MatMul_196;onnx_tf_prefix_Add_1971,16.175376749999998,1.2098647811599126
115,MEAN,1088,784.0,0.05114874,-0.0019713624,0.78097034,0.008149954,0.074725345,-128,onnx_tf_prefix_ReduceMean_152,19.054962975,1.2081188204021363
199,FULLY_CONNECTED,1424,602112.0,0.076735765,-0.0009123089,0.49097493,0.0058923233,0.06411872,25,onnx_tf_prefix_Mul_266;onnx_tf_prefix_Add_267;onnx_tf_prefix_MatMul_268;onnx_tf_prefix_Add_2691,16.3502736,1.197177207415789
200,FULLY_CONNECTED,1428,602112.0,0.1306036,-0.0015546206,0.8356386,0.01706873,0.10913007,25,onnx_tf_prefix_Mul_266;onnx_tf_prefix_Add_267;onnx_tf_prefix_MatMul_268;onnx_tf_prefix_Add_269;onnx_tf_prefix_Mul_2711,27.82816785,1.1971709517150857
182,FULLY_CONNECTED,1356,602112.0,0.08039716,-0.0074922037,0.45015067,0.006521519,0.06793507,28,onnx_tf_prefix_Mul_242;onnx_tf_prefix_Add_243;onnx_tf_prefix_MatMul_244;onnx_tf_prefix_Add_2451,17.32344285,1.1887221487140418
