,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
122,ADD,719,100352.0,0.013881662,0.001093176,0.088499434,0.00019416335,0.06658008,-128,onnx_tf_prefix_Relu_118;onnx_tf_prefix_Add_117,16.9779204,0.20928558461619562
115,ADD,691,100352.0,0.009990391,-0.00011505515,0.02420562,9.987751e-05,0.04842385,-128,onnx_tf_prefix_Relu_111;onnx_tf_prefix_Add_110,12.348081749999999,0.2063832930131634
72,ADD,519,200704.0,0.0029589355,-0.0003059752,0.007248491,8.85161e-06,0.014497207,-128,onnx_tf_prefix_Relu_68;onnx_tf_prefix_Add_67,3.696787785,0.20522336072132855
113,CONV_2D,683,25088.0,0.0010558121,6.820841e-07,0.024393601,1.1361876e-06,0.0052119014,-128,onnx_tf_prefix_Relu_108;Add_49;convolution_51;convolution_48;Const_10,1.329034857,0.204516725931666
87,CONV_2D,579,50176.0,0.0014066584,1.6240183e-05,0.015946968,1.9804045e-06,0.0069013624,-128,onnx_tf_prefix_Relu_84;Add_38;convolution_41;convolution_37;Const_32,1.759847412,0.20391168755652586
36,ADD,375,401408.0,0.0019700585,-1.3762201e-05,0.0048942133,3.8815415e-06,0.009792309,-128,onnx_tf_prefix_Relu_32;onnx_tf_prefix_Add_31,2.4970387950000004,0.2011949184335533
120,CONV_2D,711,25088.0,0.0013621555,-9.703502e-06,0.0091642225,1.8776608e-06,0.006906831,-128,onnx_tf_prefix_Relu_115;Add_52;convolution_51;Const_4,1.761241905,0.19839455114820834
79,ADD,547,200704.0,0.0025747316,6.960987e-05,0.006624991,6.635227e-06,0.013253497,-128,onnx_tf_prefix_Relu_75;onnx_tf_prefix_Add_74,3.379641735,0.1943557566155464
105,CONV_2D,651,25088.0,0.0017802492,-9.245326e-06,0.014295486,3.1804223e-06,0.009188832,-128,onnx_tf_prefix_Relu_100;Add_45;convolution_51;convolution_44;Const_18,2.34315216,0.19408058098376618
65,ADD,491,200704.0,0.0018202517,-1.60542e-05,0.012489121,3.3141391e-06,0.009543681,-128,onnx_tf_prefix_Relu_61;onnx_tf_prefix_Add_60,2.433638655,0.19075215443920998
58,CONV_2D,463,200704.0,0.0022174479,-2.6425521e-05,0.026035832,4.9256564e-06,0.0116673475,-128,onnx_tf_prefix_Relu_55;Add_25;convolution_41;convolution_24;Const_58,2.9751736125,0.1902216408698952
86,ADD,575,200704.0,0.003083746,-0.00018895575,0.008440066,9.546839e-06,0.016881382,-128,onnx_tf_prefix_Relu_82;onnx_tf_prefix_Add_81,4.30475241,0.18302979862401902
98,CONV_2D,623,50176.0,0.0021380764,4.3046607e-06,0.013759559,4.574634e-06,0.011856745,-128,onnx_tf_prefix_Relu_93;Add_42;convolution_41;Const_24,3.0234699750000003,0.1803900990458166
108,ADD,663,100352.0,0.006840703,-7.52394e-05,0.01908505,4.6814082e-05,0.038177498,-128,onnx_tf_prefix_Relu_104;onnx_tf_prefix_Add_103,9.73526199,0.17921765592834674
116,CONV_2D,695,25088.0,0.0012541319,-4.323992e-06,0.023937924,1.5869675e-06,0.007186645,-128,onnx_tf_prefix_Relu_113;Add_51;convolution_51;convolution_50;Const_6,1.832594475,0.1752902756338613
94,CONV_2D,607,50176.0,0.001738703,1.4865003e-05,0.013115122,3.0246076e-06,0.009995862,-128,onnx_tf_prefix_Relu_91;Add_41;convolution_41;convolution_40;Const_26,2.54894481,0.1739859856374102
109,CONV_2D,667,25088.0,0.0012689237,-4.2129213e-06,0.014337357,1.612265e-06,0.00751927,-128,onnx_tf_prefix_Relu_106;Add_48;convolution_51;convolution_47;Const_12,1.91741385,0.16886612335889734
93,ADD,603,200704.0,0.0029192665,0.00014561389,0.008656383,8.547307e-06,0.017314658,-128,onnx_tf_prefix_Relu_89;onnx_tf_prefix_Add_88,4.41523779,0.1688498712416268
101,CONV_2D,635,100352.0,0.0014151125,-1.45358645e-05,0.016708605,2.0079535e-06,0.008944058,-128,onnx_tf_prefix_Relu_98;Add_44;convolution_51;convolution_43;Const_20,2.28073479,0.1584317497905277
100,ADD,631,200704.0,0.0018011611,9.100991e-05,0.0059901476,3.2564953e-06,0.011988977,-128,onnx_tf_prefix_Relu_96;onnx_tf_prefix_Add_95,3.057189135,0.15051961569680491
118,PAD,703,41472.0,0.0,0.0,0.0,0.0,0.007186645,-128,Pad_16,1.832594475,0.0
103,PAD,643,131072.0,0.0,0.0,0.0,0.0,0.008944058,-128,Pad_14,2.28073479,0.0
110,TRANSPOSE,671,25088.0,0.0,0.0,0.0,0.0,0.00751927,-128,transpose_145,1.91741385,0.0
126,RESHAPE,741,2048.0,0.0,0.0,0.0,0.0,0.02413012,-128,flatten/Reshape;Reshape,6.153180600000001,0.0
125,RESHAPE,735,2048.0,0.0,0.0,0.0,0.0,0.02413012,-128,Reshape,6.153180600000001,0.0
123,TRANSPOSE,723,100352.0,0.0,0.0,0.0,0.0,0.06658008,-128,transpose_160,16.9779204,0.0
90,TRANSPOSE,591,65536.0,0.0,0.0,0.0,0.0,0.0069013624,-128,transpose_117,1.759847412,0.0
117,TRANSPOSE,699,25088.0,0.0,0.0,0.0,0.0,0.007186645,-128,transpose_154,1.832594475,0.0
111,PAD,675,41472.0,0.0,0.0,0.0,0.0,0.00751927,-128,Pad_15,1.91741385,0.0
112,TRANSPOSE,679,41472.0,0.0,0.0,0.0,0.0,0.00751927,-128,transpose_147,1.91741385,0.0
3,TRANSPOSE,243,802816.0,0.0,0.0,0.0,0.0,0.01873804,-128,transpose_2,4.778200200000001,0.0
