op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name
DEPTHWISE_CONV_2D,659,112896.0,0.0031898147,1.8723133e-05,0.01598928,1.01774285e-05,0.01619369,-128,clip_by_value_25;clip_by_value_25/Minimum;transpose_113;Add_37;depthwise_13;depthwise_12;Const_30
TRANSPOSE,663,112896.0,0.0,0.0,0.0,0.0,0.01619369,-128,clip_by_value_25;clip_by_value_25/Minimum;transpose_113
TRANSPOSE,667,112896.0,0.0,0.0,0.0,0.0,0.01619369,-128,transpose_115
CONV_2D,671,18816.0,0.013314892,-9.32453e-05,0.04265022,0.00017731459,0.043665927,9,Add_38;convolution_25;Const_28
ADD,675,18816.0,0.015399015,5.5770342e-05,0.02665363,0.00023714094,0.05334101,-14,onnx_tf_prefix_Add_72
CONV_2D,679,112896.0,0.0018693671,3.8387608e-08,0.011776197,3.4978038e-06,0.010178241,-128,clip_by_value_26;clip_by_value_26/Minimum;transpose_119;Add_39;depthwise_13;convolution_26;Const_26
TRANSPOSE,683,112896.0,0.0,0.0,0.0,0.0,0.010178241,-128,clip_by_value_26;clip_by_value_26/Minimum;transpose_119
PAD,687,147456.0,0.0,0.0,0.0,0.0,0.010178241,-128,Pad_14
TRANSPOSE,691,147456.0,0.0,0.0,0.0,0.0,0.010178241,-128,transpose_121
DEPTHWISE_CONV_2D,695,28224.0,0.0057519902,5.3764004e-05,0.015100605,3.3090535e-05,0.021792265,-128,clip_by_value_27;clip_by_value_27/Minimum;transpose_122;Add_40;depthwise_13;Const_24
TRANSPOSE,699,28224.0,0.0,0.0,0.0,0.0,0.021792265,-128,clip_by_value_27;clip_by_value_27/Minimum;transpose_122
TRANSPOSE,703,28224.0,0.0,0.0,0.0,0.0,0.021792265,-128,transpose_124
CONV_2D,707,7840.0,0.015747696,-7.923195e-05,0.04221711,0.0002480208,0.053583097,19,Add_41;convolution_31;convolution_27;Const_22
CONV_2D,711,47040.0,0.0036632568,-1.729657e-05,0.015716787,1.3421327e-05,0.015918085,-128,clip_by_value_28;clip_by_value_28/Minimum;transpose_128;Add_42;depthwise_16;convolution_28;Const_20
TRANSPOSE,715,47040.0,0.0,0.0,0.0,0.0,0.015918085,-128,clip_by_value_28;clip_by_value_28/Minimum;transpose_128
PAD,719,77760.0,0.0,0.0,0.0,0.0,0.015918085,-128,Pad_15
TRANSPOSE,723,77760.0,0.0,0.0,0.0,0.0,0.015918085,-128,transpose_130
DEPTHWISE_CONV_2D,727,47040.0,0.0035505386,2.1848922e-05,0.016615707,1.2615775e-05,0.017563116,-128,clip_by_value_29;clip_by_value_29/Minimum;transpose_131;Add_43;depthwise_16;depthwise_14;Const_18
