,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
1243,FULLY_CONNECTED,6973,49152.0,0.19397604,0.012425528,1.3718308,0.03794181,0.47126177,-6,onnx_tf_prefix_MatMul_1746;onnx_tf_prefix_Add_1747;onnx_tf_prefix_Slice_44;Const_1080,120.17175135000001,0.413329889909785
1340,FULLY_CONNECTED,7380,49152.0,0.046618987,0.0003868602,0.19670446,0.0022070087,0.11371478,22,onnx_tf_prefix_MatMul_1883;onnx_tf_prefix_Add_1884,28.9972689,0.4131284533216555
1018,FULLY_CONNECTED,6044,49152.0,0.025442054,0.00018383613,0.10608981,0.0006479542,0.061710376,-11,onnx_tf_prefix_Add_1454;onnx_tf_prefix_Mul_1455;onnx_tf_prefix_Add_1456;onnx_tf_prefix_MatMul_1459;onnx_tf_prefix_Add_1460,15.736145879999999,0.41249051066969655
74,ADD,2119,49152.0,0.059362862,-0.00011283409,0.14260007,0.0035243144,0.14393412,-33,onnx_tf_prefix_Add_176,36.7032006,0.41245214380610973
962,FULLY_CONNECTED,5810,49152.0,0.1584736,-0.0072680544,0.7649054,0.025179336,0.38474414,-8,onnx_tf_prefix_Mul_1334;onnx_tf_prefix_Add_1335;onnx_tf_prefix_MatMul_1348;onnx_tf_prefix_Add_13491,98.10975570000001,0.4124298808907814
1671,FULLY_CONNECTED,8754,196608.0,0.031663988,0.00050630665,1.4112209,0.0010212581,0.07749254,-128,onnx_tf_prefix_Mul_2322;onnx_tf_prefix_Add_2323;onnx_tf_prefix_MatMul_2324;onnx_tf_prefix_Relu_2326;onnx_tf_prefix_Add_23251,19.760597699999998,0.41238974867885503
1336,FULLY_CONNECTED,7362,49152.0,0.0534979,-0.003926695,0.55008847,0.0029091549,0.13090064,9,onnx_tf_prefix_MatMul_1875;onnx_tf_prefix_Add_1876,33.3796632,0.41204215812391126
1663,FULLY_CONNECTED,8718,49152.0,0.18622904,0.0004671231,0.7888475,0.03492256,0.45354307,-1,onnx_tf_prefix_MatMul_2311;onnx_tf_prefix_Add_2312;onnx_tf_prefix_Slice_44;Const_1085,115.65348285,0.4120353721285131
1928,FULLY_CONNECTED,9823,49152.0,0.027753018,-0.00046696086,0.10903457,0.0007882987,0.06824582,18,onnx_tf_prefix_MatMul_2674;onnx_tf_prefix_Add_2675,17.4026841,0.411404794676119
830,ADD,5260,49152.0,0.07921073,0.000109322114,0.19285613,0.006277394,0.19263984,-29,onnx_tf_prefix_Add_1193,49.1231592,0.41128567663788895
1674,ADD,8768,49152.0,0.05322132,-0.00063497055,0.25360197,0.002840408,0.12965743,34,onnx_tf_prefix_Add_2331,33.062644649999996,0.41104839292441847
1008,FULLY_CONNECTED,6002,49152.0,0.024036938,0.000787704,0.105720215,0.00058094185,0.058663927,21,onnx_tf_prefix_MatMul_1439;onnx_tf_prefix_Add_1440,14.959301385,0.4108612661056682
678,FULLY_CONNECTED,4632,49152.0,0.02257681,0.001761559,0.09566147,0.0005128666,0.055181324,-3,onnx_tf_prefix_Add_1002;onnx_tf_prefix_Mul_1003;onnx_tf_prefix_Add_1004;onnx_tf_prefix_MatMul_1005;onnx_tf_prefix_Add_1006,14.07123762,0.4104025890607683
1678,ADD,8786,49152.0,0.02807152,0.00089043163,0.06842851,0.00078926206,0.06849587,6,onnx_tf_prefix_Add_2339,17.46644685,0.41015331602653804
1522,FULLY_CONNECTED,8138,49152.0,0.030981211,0.00019827596,0.16326557,0.0009624304,0.075685166,-10,onnx_tf_prefix_Add_2132;onnx_tf_prefix_Mul_2133;onnx_tf_prefix_Add_2134;onnx_tf_prefix_MatMul_2137;onnx_tf_prefix_Add_2138,19.29971733,0.4098962059372689
1342,ADD,7390,49152.0,0.071426414,-0.0015599771,0.17078817,0.0051052626,0.17441408,53,onnx_tf_prefix_Add_1887,44.4755904,0.40966371725899137
162,ADD,2486,49152.0,0.04227412,0.0018886902,0.105574846,0.0017932864,0.10350123,47,onnx_tf_prefix_Add_297,26.39281365,0.4091469485243366
1579,FULLY_CONNECTED,8369,49152.0,0.14725061,0.0053192284,0.7477937,0.02192524,0.36190683,-4,onnx_tf_prefix_MatMul_2198;onnx_tf_prefix_Add_2199;onnx_tf_prefix_Slice_44;Const_1084,92.28624165000001,0.4091432575887192
1922,ADD,9797,49152.0,0.12539285,0.00670002,0.30603313,0.01577387,0.3070166,-31,onnx_tf_prefix_Add_2662,78.289233,0.40907908019068395
1853,FULLY_CONNECTED,9514,49152.0,0.18790281,1.0910832e-05,0.6944532,0.035413165,0.4607178,13,onnx_tf_prefix_Mul_2577;onnx_tf_prefix_Add_2578;onnx_tf_prefix_MatMul_2579;onnx_tf_prefix_Add_2580;onnx_tf_prefix_Mul_2581;onnx_tf_prefix_Add_2582,117.483039,0.4084579748447499
1418,ADD,7703,49152.0,0.07302948,-0.00069376914,0.211123,0.0053349086,0.17882517,21,onnx_tf_prefix_Add_1984,45.60041835,0.4084461860226552
826,ADD,5242,49152.0,0.08621034,-0.0021876378,0.20790587,0.0074376725,0.21119352,7,onnx_tf_prefix_Add_1185,53.8543476,0.4083550558394943
662,ADD,4562,49152.0,0.11510938,0.005056431,0.27967373,0.013277951,0.28249794,30,onnx_tf_prefix_Add_967,72.0369747,0.4078967505236283
1327,FULLY_CONNECTED,7322,49152.0,0.13818158,-0.0060133324,1.2389631,0.019160895,0.33951342,6,onnx_tf_prefix_MatMul_1859;onnx_tf_prefix_Add_1860;onnx_tf_prefix_Slice_44;Const_1081,86.5759221,0.40770961179880527
1506,ADD,8070,49152.0,0.04722154,-0.004627927,0.11594188,0.0022534956,0.11646579,-7,onnx_tf_prefix_Add_2105,29.69877645,0.407596062857669
1510,ADD,8088,49152.0,0.027053751,-0.00044751214,0.065772295,0.0007330713,0.06643345,0,onnx_tf_prefix_Add_2113,16.94052975,0.40755507161131577
660,FULLY_CONNECTED,4552,49152.0,0.058466632,0.0004276076,0.41502157,0.0034257572,0.14371954,-11,onnx_tf_prefix_MatMul_963;onnx_tf_prefix_Add_964,36.6484827,0.4072512922896144
996,FULLY_CONNECTED,5948,49152.0,0.05612134,-0.0005522324,0.29349688,0.0031713427,0.13832122,-12,onnx_tf_prefix_MatMul_1415;onnx_tf_prefix_Add_1416,35.2719111,0.40712969208294253
2006,ADD,10146,49152.0,0.13961157,0.0075231497,0.34192634,0.019558148,0.34366575,16,onnx_tf_prefix_Add_2775,87.63476625,0.4069374055875821
1596,FULLY_CONNECTED,8445,49152.0,0.032235652,0.0011980106,0.38590452,0.0010446665,0.07958772,-26,onnx_tf_prefix_MatMul_2230;onnx_tf_prefix_Add_2231,20.2948686,0.4061091463079244
594,FULLY_CONNECTED,4283,49152.0,0.12273162,0.008275037,0.5675031,0.015135297,0.30323496,3,onnx_tf_prefix_MatMul_8881,77.3249148,0.40571045930183103
1926,ADD,9815,49152.0,0.07569053,-0.0041455757,0.18506742,0.005756362,0.1870621,-34,onnx_tf_prefix_Add_2670,47.700835500000004,0.4055909381375081
494,ADD,3864,49152.0,0.05861023,0.00071749924,0.14614923,0.003436163,0.14455324,-25,onnx_tf_prefix_Add_741,36.8610762,0.4055169840162697
1097,FULLY_CONNECTED,6373,49152.0,0.17426501,0.012932514,0.7484739,0.030555306,0.43106908,-21,onnx_tf_prefix_Mul_1560;onnx_tf_prefix_Add_1561;onnx_tf_prefix_MatMul_1562;onnx_tf_prefix_Add_1563;onnx_tf_prefix_Mul_1564;onnx_tf_prefix_Add_1565,109.9226154,0.40550521709399634
1934,FULLY_CONNECTED,9849,196608.0,0.024447823,-0.00012075235,0.20713492,0.00060030393,0.060421836,-2,onnx_tf_prefix_Mul_2685;onnx_tf_prefix_Add_2686;onnx_tf_prefix_MatMul_2687;onnx_tf_prefix_Add_26881,15.40756818,0.4055007627958315
1504,FULLY_CONNECTED,8060,49152.0,0.043155998,-0.0023218126,0.4487187,0.0018751724,0.10685456,1,onnx_tf_prefix_MatMul_2101;onnx_tf_prefix_Add_2102,27.2479128,0.40525421514245674
